"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Sex code (SEX_LABEL)","Meaning of Ethnicity code (ETH_GROUP_LABEL)","Meaning of Race code (RACE_GROUP_LABEL)","Meaning of Veteran code (VET_GROUP_LABEL)","Meaning of Sales, value of shipments, or revenue size of firms code (RCPSZFI_LABEL)","Year (YEAR)","Number of employer firms (FIRMPDEMP)","Sales, value of shipments, or revenue of employer firms ($1,000) (RCPPDEMP)","Number of employees (EMP)","Annual payroll ($1,000) (PAYANN)","Relative standard error of employer firms (%) (FIRMPDEMP_S)","Relative standard error of sales, value of shipments, or revenue of employer firms (%) (RCPPDEMP_S)","Relative standard error of number of employees (%) (EMP_S)","Relative standard error of annual payroll (%) (PAYANN_S)"
"United States","00","Total for all sectors","Equally male/female","Non-Hispanic","Total","Total","Firms with sales/receipts of $1,000,000 or more","2018","198,750","1,070,274,667","5,208,771","209,504,001","1.3","5.4","3.0","2.7"
"United States","00","Total for all sectors","Total","Total","White","Total","Firms with sales/receipts of less than $5,000","2018","30,778","70,804","71,000","3,663,156","3.1","4.0","15.7","16.7"
"United States","00","Total for all sectors","Total","Total","White","Total","Firms with sales/receipts of $5,000 to $9,999","2018","34,186","236,455","33,708","1,154,620","5.5","5.3","4.9","8.8"
"United States","00","Total for all sectors","Total","Total","White","Total","Firms with sales/receipts of $10,000 to $24,999","2018","98,806","1,678,473","107,630","3,074,990","2.3","2.6","12.7","22.5"
"United States","00","Total for all sectors","Total","Total","White","Total","Firms with sales/receipts of $25,000 to $49,999","2018","184,394","6,885,851","207,052","4,954,868","1.9","2.0","6.5","35.5"
"United States","00","Total for all sectors","Total","Total","White","Total","Firms with sales/receipts of $50,000 to $99,999","2018","410,829","30,527,760","530,153","10,211,432","1.2","1.2","2.7","4.5"
"United States","00","Total for all sectors","Total","Total","White","Total","Firms with sales/receipts of $100,000 to $249,999","2018","967,424","163,032,525","1,867,586","46,930,856","1.0","1.0","0.8","1.0"
"United States","00","Total for all sectors","Total","Total","White","Total","Firms with sales/receipts of $250,000 to $499,999","2018","924,697","332,977,175","3,244,510","92,745,065","0.8","0.9","1.9","1.2"
"United States","00","Total for all sectors","Total","Total","White","Total","Firms with sales/receipts of $500,000 to $999,999","2018","811,012","576,847,046","4,877,719","160,415,197","0.9","0.9","1.2","1.4"
"United States","00","Total for all sectors","Total","Total","White","Total","Firms with sales/receipts of $1,000,000 or more","2018","1,307,754","12,190,906,457","45,938,074","2,256,953,937","0.5","3.0","1.3","1.2"
"United States","00","Total for all sectors","Female","Total","White","Total","Firms with sales/receipts of less than $5,000","2018","6,988","16,937","16,130","734,266","7.2","8.9","35.1","49.9"
"United States","00","Total for all sectors","Female","Total","White","Total","Firms with sales/receipts of $5,000 to $9,999","2018","7,985","55,475","7,829","289,988","10.4","10.1","20.8","8.3"
"United States","00","Total for all sectors","Female","Total","White","Total","Firms with sales/receipts of $10,000 to $24,999","2018","25,611","440,697","24,804","502,371","4.2","4.6","7.7","24.4"
"United States","00","Total for all sectors","Female","Total","White","Total","Firms with sales/receipts of $25,000 to $49,999","2018","49,993","1,869,172","52,027","775,906","3.7","3.5","9.3","8.3"
"United States","00","Total for all sectors","Female","Total","White","Total","Firms with sales/receipts of $50,000 to $99,999","2018","111,521","8,260,879","152,210","2,589,143","1.7","1.5","4.1","2.8"
"United States","00","Total for all sectors","Female","Total","White","Total","Firms with sales/receipts of $100,000 to $249,999","2018","224,589","37,457,445","491,549","11,114,555","1.3","1.5","2.2","1.8"
"United States","00","Total for all sectors","Female","Total","White","Total","Firms with sales/receipts of $250,000 to $499,999","2018","185,782","66,183,801","756,620","19,429,662","1.4","1.6","2.5","2.3"
"United States","00","Total for all sectors","Female","Total","White","Total","Firms with sales/receipts of $500,000 to $999,999","2018","144,202","101,622,088","1,025,648","30,102,668","1.8","2.0","4.0","2.5"
"United States","00","Total for all sectors","Female","Total","White","Total","Firms with sales/receipts of $1,000,000 or more","2018","188,846","1,359,669,046","6,104,641","272,685,266","0.8","5.2","2.6","3.0"
"United States","00","Total for all sectors","Male","Total","White","Total","Firms with sales/receipts of less than $5,000","2018","18,861","43,083","48,209","2,677,027","4.8","5.9","22.9","22.8"
"United States","00","Total for all sectors","Male","Total","White","Total","Firms with sales/receipts of $5,000 to $9,999","2018","20,721","143,916","21,483","763,168","5.6","5.2","6.4","13.3"
"United States","00","Total for all sectors","Male","Total","White","Total","Firms with sales/receipts of $10,000 to $24,999","2018","56,625","956,081","58,249","1,681,631","2.7","2.6","7.2","12.9"
"United States","00","Total for all sectors","Male","Total","White","Total","Firms with sales/receipts of $25,000 to $49,999","2018","106,739","3,993,099","125,389","3,759,527","2.9","3.0","9.7","46.8"
"United States","00","Total for all sectors","Male","Total","White","Total","Firms with sales/receipts of $50,000 to $99,999","2018","235,437","17,531,119","288,894","6,209,436","1.7","1.8","3.9","7.1"
"United States","00","Total for all sectors","Male","Total","White","Total","Firms with sales/receipts of $100,000 to $249,999","2018","591,872","100,008,261","1,056,882","28,995,880","1.3","1.3","1.8","1.4"
"United States","00","Total for all sectors","Male","Total","White","Total","Firms with sales/receipts of $250,000 to $499,999","2018","588,035","212,425,999","1,862,221","59,005,569","0.8","0.9","1.8","1.7"
"United States","00","Total for all sectors","Male","Total","White","Total","Firms with sales/receipts of $500,000 to $999,999","2018","535,745","382,119,805","2,980,442","106,005,616","1.4","1.5","2.0","2.2"
"United States","00","Total for all sectors","Male","Total","White","Total","Firms with sales/receipts of $1,000,000 or more","2018","933,014","9,813,720,440","34,921,519","1,785,623,139","0.9","3.3","1.6","1.4"
"United States","00","Total for all sectors","Equally male/female","Total","White","Total","Firms with sales/receipts of less than $5,000","2018","4,931","10,784","6,661","251,863","15.1","16.5","30.0","41.9"
"United States","00","Total for all sectors","Equally male/female","Total","White","Total","Firms with sales/receipts of $5,000 to $9,999","2018","5,482","37,065","4,397","101,463","11.4","12.3","23.0","38.8"
"United States","00","Total for all sectors","Equally male/female","Total","White","Total","Firms with sales/receipts of $10,000 to $24,999","2018","16,571","281,694","24,577","890,989","5.3","6.2","51.7","84.7"
"United States","00","Total for all sectors","Equally male/female","Total","White","Total","Firms with sales/receipts of $25,000 to $49,999","2018","27,661","1,023,580","29,636","419,435","4.4","4.9","6.3","6.8"
"United States","00","Total for all sectors","Equally male/female","Total","White","Total","Firms with sales/receipts of $50,000 to $99,999","2018","63,870","4,735,763","89,048","1,412,853","2.5","2.7","4.1","4.0"
"United States","00","Total for all sectors","Equally male/female","Total","White","Total","Firms with sales/receipts of $100,000 to $249,999","2018","150,963","25,566,819","319,155","6,820,421","2.3","2.3","2.8","2.4"
"United States","00","Total for all sectors","Equally male/female","Total","White","Total","Firms with sales/receipts of $250,000 to $499,999","2018","150,880","54,367,376","625,669","14,309,834","2.2","2.3","5.3","2.7"
"United States","00","Total for all sectors","Equally male/female","Total","White","Total","Firms with sales/receipts of $500,000 to $999,999","2018","131,063","93,105,154","871,629","24,306,913","2.4","2.3","5.2","2.8"
"United States","00","Total for all sectors","Equally male/female","Total","White","Total","Firms with sales/receipts of $1,000,000 or more","2018","185,897","1,017,516,971","4,911,915","198,645,532","1.4","5.7","2.8","2.6"
"United States","00","Total for all sectors","Total","Hispanic","White","Total","Firms with sales/receipts of less than $5,000","2018","1,695","3,935","2,592","78,240","20.4","20.9","61.6","41.1"
"United States","00","Total for all sectors","Total","Hispanic","White","Total","Firms with sales/receipts of $5,000 to $9,999","2018","2,247","15,483","2,209","57,282","20.1","19.7","31.7","77.6"
"United States","00","Total for all sectors","Total","Hispanic","White","Total","Firms with sales/receipts of $10,000 to $24,999","2018","5,993","103,279","6,958","146,203","7.8","7.6","20.2","26.4"
"United States","00","Total for all sectors","Total","Hispanic","White","Total","Firms with sales/receipts of $25,000 to $49,999","2018","11,644","443,194","13,969","232,808","6.1","6.3","9.0","9.7"
"United States","00","Total for all sectors","Total","Hispanic","White","Total","Firms with sales/receipts of $50,000 to $99,999","2018","29,284","2,184,465","40,448","788,379","4.1","4.2","10.6","36.6"
"United States","00","Total for all sectors","Total","Hispanic","White","Total","Firms with sales/receipts of $100,000 to $249,999","2018","70,610","11,843,464","143,809","3,096,556","2.2","2.2","4.9","4.2"
"United States","00","Total for all sectors","Total","Hispanic","White","Total","Firms with sales/receipts of $250,000 to $499,999","2018","67,728","24,376,763","243,922","6,034,885","3.6","3.6","5.3","3.8"
"United States","00","Total for all sectors","Total","Hispanic","White","Total","Firms with sales/receipts of $500,000 to $999,999","2018","55,366","39,271,620","348,189","10,134,288","4.9","5.1","7.6","6.6"
"United States","00","Total for all sectors","Total","Hispanic","White","Total","Firms with sales/receipts of $1,000,000 or more","2018","73,257","363,065,550","2,088,733","77,664,304","3.3","7.3","5.1","5.1"
"United States","00","Total for all sectors","Total","Equally Hispanic/non-Hispanic","White","Total","Firms with sales/receipts of less than $5,000","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","00","Total for all sectors","Total","Equally Hispanic/non-Hispanic","White","Total","Firms with sales/receipts of $5,000 to $9,999","2018","184","1,285","59","666","38.7","37.9","81.2","28.8"
"United States","00","Total for all sectors","Total","Equally Hispanic/non-Hispanic","White","Total","Firms with sales/receipts of $10,000 to $24,999","2018","581","10,347","345","12,194","25.0","27.5","75.4","64.6"
"United States","00","Total for all sectors","Total","Equally Hispanic/non-Hispanic","White","Total","Firms with sales/receipts of $25,000 to $49,999","2018","1,604","59,811","1,514","20,960","17.2","17.2","29.9","23.7"
"United States","00","Total for all sectors","Total","Equally Hispanic/non-Hispanic","White","Total","Firms with sales/receipts of $50,000 to $99,999","2018","3,434","256,891","3,849","74,094","15.7","16.5","14.4","17.4"
"United States","00","Total for all sectors","Total","Equally Hispanic/non-Hispanic","White","Total","Firms with sales/receipts of $100,000 to $249,999","2018","9,182","1,554,034","18,287","387,288","8.1","7.8","13.9","6.9"
"United States","00","Total for all sectors","Total","Equally Hispanic/non-Hispanic","White","Total","Firms with sales/receipts of $250,000 to $499,999","2018","9,860","3,546,843","39,284","944,516","7.9","7.4","10.1","10.3"
"United States","00","Total for all sectors","Total","Equally Hispanic/non-Hispanic","White","Total","Firms with sales/receipts of $500,000 to $999,999","2018","7,889","5,609,913","49,789","1,522,573","11.2","11.6","10.3","9.8"
"United States","00","Total for all sectors","Total","Equally Hispanic/non-Hispanic","White","Total","Firms with sales/receipts of $1,000,000 or more","2018","11,394","55,937,246","339,565","13,197,505","7.4","20.0","14.4","20.2"
"United States","00","Total for all sectors","Total","Non-Hispanic","White","Total","Firms with sales/receipts of less than $5,000","2018","28,949","66,529","68,354","3,581,949","3.1","4.4","15.3","16.6"
"United States","00","Total for all sectors","Total","Non-Hispanic","White","Total","Firms with sales/receipts of $5,000 to $9,999","2018","31,754","219,687","31,440","1,096,672","5.2","5.1","6.5","10.3"
"United States","00","Total for all sectors","Total","Non-Hispanic","White","Total","Firms with sales/receipts of $10,000 to $24,999","2018","92,234","1,564,846","100,327","2,916,592","2.5","2.8","12.8","22.8"
"United States","00","Total for all sectors","Total","Non-Hispanic","White","Total","Firms with sales/receipts of $25,000 to $49,999","2018","171,144","6,382,847","191,569","4,701,100","1.9","2.1","7.2","37.5"
"United States","00","Total for all sectors","Total","Non-Hispanic","White","Total","Firms with sales/receipts of $50,000 to $99,999","2018","378,110","28,086,405","485,856","9,348,960","1.3","1.3","2.5","3.2"
"United States","00","Total for all sectors","Total","Non-Hispanic","White","Total","Firms with sales/receipts of $100,000 to $249,999","2018","887,630","149,635,027","1,705,489","43,447,012","1.1","1.1","0.8","1.2"
"United States","00","Total for all sectors","Total","Non-Hispanic","White","Total","Firms with sales/receipts of $250,000 to $499,999","2018","847,111","305,053,569","2,961,303","85,765,664","1.0","1.1","2.0","1.4"
"United States","00","Total for all sectors","Total","Non-Hispanic","White","Total","Firms with sales/receipts of $500,000 to $999,999","2018","747,756","531,965,514","4,479,741","148,758,335","0.7","0.7","1.0","1.2"
"United States","00","Total for all sectors","Total","Non-Hispanic","White","Total","Firms with sales/receipts of $1,000,000 or more","2018","1,223,103","11,771,903,661","43,509,775","2,166,092,127","0.6","3.1","1.2","1.2"
"United States","00","Total for all sectors","Total","Total","Black or African American","Total","Firms with sales/receipts of less than $5,000","2018","1,476","3,751","1,710","91,142","17.4","22.8","38.0","60.1"
"United States","00","Total for all sectors","Total","Total","Black or African American","Total","Firms with sales/receipts of $5,000 to $9,999","2018","1,677","11,441","1,267","15,673","22.5","21.7","42.4","60.2"
"United States","00","Total for all sectors","Total","Total","Black or African American","Total","Firms with sales/receipts of $10,000 to $24,999","2018","3,621","61,709","4,111","65,860","10.3","10.8","23.9","43.7"
