"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Sex code (SEX_LABEL)","Meaning of Ethnicity code (ETH_GROUP_LABEL)","Meaning of Race code (RACE_GROUP_LABEL)","Meaning of Veteran code (VET_GROUP_LABEL)","Meaning of Employment size of firms code (EMPSZFI_LABEL)","Year (YEAR)","Number of employer firms (FIRMPDEMP)","Sales, value of shipments, or revenue of employer firms ($1,000) (RCPPDEMP)","Number of employees (EMP)","Annual payroll ($1,000) (PAYANN)","Relative standard error of employer firms (%) (FIRMPDEMP_S)","Relative standard error of sales, value of shipments, or revenue of employer firms (%) (RCPPDEMP_S)","Relative standard error of number of employees (%) (EMP_S)","Relative standard error of annual payroll (%) (PAYANN_S)"
"United States","00","Total for all sectors","Female","Total","White","Total","Firms with 20 to 49 employees","2018","54,313","252,278,126","1,607,100","59,204,828","2.3","14.9","2.4","5.4"
"United States","00","Total for all sectors","Female","Total","White","Total","Firms with 50 to 99 employees","2018","14,346","188,913,225","975,015","38,955,407","7.9","10.8","8.0","8.5"
"United States","00","Total for all sectors","Female","Total","White","Total","Firms with 100 to 249 employees","2018","6,591","209,443,126","970,204","42,704,995","7.9","15.5","9.2","9.7"
"United States","00","Total for all sectors","Female","Total","White","Total","Firms with 250 to 499 employees","2018","1,550","143,999,032","539,277","23,020,442","24.8","33.9","21.8","17.1"
"United States","00","Total for all sectors","Female","Total","White","Total","Firms with 500 employees or more","2018","979","266,622,210","1,330,333","53,041,884","8.5","4.0","4.1","7.8"
"United States","00","Total for all sectors","Male","Total","White","Total","Firms with no employees","2018","392,062","185,236,698","0","28,994,270","0.8","3.8","0.0","3.0"
"United States","00","Total for all sectors","Male","Total","White","Total","Firms with 1 to 4 employees","2018","1,525,560","717,468,209","3,023,032","133,597,901","0.3","0.8","0.5","1.1"
"United States","00","Total for all sectors","Male","Total","White","Total","Firms with 5 to 9 employees","2018","498,319","616,254,316","3,284,663","146,947,542","1.1","1.3","1.1","1.4"
"United States","00","Total for all sectors","Male","Total","White","Total","Firms with 10 to 19 employees","2018","326,137","859,069,864","4,379,226","201,559,494","1.0","2.7","1.0","1.7"
"United States","00","Total for all sectors","Male","Total","White","Total","Firms with 20 to 49 employees","2018","221,849","1,524,715,059","6,743,280","318,623,818","2.2","5.0","2.3","2.1"
"United States","00","Total for all sectors","Male","Total","White","Total","Firms with 50 to 99 employees","2018","69,443","1,373,000,168","4,746,581","236,726,901","3.5","9.3","3.5","4.1"
"United States","00","Total for all sectors","Male","Total","White","Total","Firms with 100 to 249 employees","2018","37,864","1,808,342,440","5,576,568","289,820,993","6.4","8.8","6.3","7.2"
"United States","00","Total for all sectors","Male","Total","White","Total","Firms with 250 to 499 employees","2018","9,668","1,017,950,763","3,381,425","172,848,019","7.6","9.9","7.7","10.0"
"United States","00","Total for all sectors","Male","Total","White","Total","Firms with 500 employees or more","2018","6,140","2,428,904,285","10,228,511","465,602,055","3.9","3.0","2.6","5.1"
"United States","00","Total for all sectors","Equally male/female","Total","White","Total","Firms with no employees","2018","98,636","34,773,799","0","5,519,076","2.9","2.3","0.0","3.0"
"United States","00","Total for all sectors","Equally male/female","Total","White","Total","Firms with 1 to 4 employees","2018","359,583","152,719,766","736,937","26,187,197","1.0","2.5","1.0","1.9"
"United States","00","Total for all sectors","Equally male/female","Total","White","Total","Firms with 5 to 9 employees","2018","128,705","132,547,826","852,195","29,714,254","3.0","3.5","3.0","3.7"
"United States","00","Total for all sectors","Equally male/female","Total","White","Total","Firms with 10 to 19 employees","2018","81,680","163,995,478","1,102,225","37,277,014","4.0","7.8","3.8","4.1"
"United States","00","Total for all sectors","Equally male/female","Total","White","Total","Firms with 20 to 49 employees","2018","50,582","242,434,543","1,505,953","52,167,398","2.7","9.6","3.1","4.7"
"United States","00","Total for all sectors","Equally male/female","Total","White","Total","Firms with 50 to 99 employees","2018","11,589","156,384,631","788,053","28,871,897","8.1","22.6","8.8","15.7"
"United States","00","Total for all sectors","Equally male/female","Total","White","Total","Firms with 100 to 249 employees","2018","4,910","153,522,223","738,020","28,374,689","8.4","20.3","8.3","12.6"
"United States","00","Total for all sectors","Equally male/female","Total","White","Total","Firms with 250 to 499 employees","2018","997","57,356,572","370,368","12,244,215","21.7","30.5","21.6","24.5"
"United States","00","Total for all sectors","Equally male/female","Total","White","Total","Firms with 500 employees or more","2018","640","102,910,368","788,936","26,803,561","13.9","10.3","7.9","13.0"
"United States","00","Total for all sectors","Total","Hispanic","White","Total","Firms with no employees","2018","38,679","15,765,709","0","1,959,466","3.0","19.1","0.0","5.0"
"United States","00","Total for all sectors","Total","Hispanic","White","Total","Firms with 1 to 4 employees","2018","168,684","68,866,999","337,933","11,587,140","1.8","2.9","2.6","3.9"
"United States","00","Total for all sectors","Total","Hispanic","White","Total","Firms with 5 to 9 employees","2018","50,976","49,903,238","337,480","11,210,193","2.5","5.3","2.3","4.3"
"United States","00","Total for all sectors","Total","Hispanic","White","Total","Firms with 10 to 19 employees","2018","32,473","61,250,070","437,513","14,521,015","3.6","13.7","3.7","5.9"
"United States","00","Total for all sectors","Total","Hispanic","White","Total","Firms with 20 to 49 employees","2018","18,669","76,835,306","555,268","18,684,409","4.4","4.5","4.5","3.5"
"United States","00","Total for all sectors","Total","Hispanic","White","Total","Firms with 50 to 99 employees","2018","5,200","54,558,575","352,023","12,119,006","12.7","23.3","12.7","15.9"
"United States","00","Total for all sectors","Total","Hispanic","White","Total","Firms with 100 to 249 employees","2018","2,421","59,716,520","335,719","11,819,860","19.1","20.1","19.0","19.5"
"United States","00","Total for all sectors","Total","Hispanic","White","Total","Firms with 250 to 499 employees","2018","419","16,842,556","154,773","5,049,618","24.8","25.2","26.5","39.5"
"United States","00","Total for all sectors","Total","Hispanic","White","Total","Firms with 500 employees or more","2018","300","37,568,781","380,120","11,282,238","20.7","5.1","20.1","6.6"
"United States","00","Total for all sectors","Total","Equally Hispanic/non-Hispanic","White","Total","Firms with no employees","2018","5,499","1,727,359","0","270,982","7.3","7.8","0.0","13.8"
"United States","00","Total for all sectors","Total","Equally Hispanic/non-Hispanic","White","Total","Firms with 1 to 4 employees","2018","21,871","9,021,486","45,421","1,630,864","4.0","7.6","3.1","4.6"
"United States","00","Total for all sectors","Total","Equally Hispanic/non-Hispanic","White","Total","Firms with 5 to 9 employees","2018","7,474","7,507,648","49,965","1,851,302","11.3","12.4","12.0","15.3"
"United States","00","Total for all sectors","Total","Equally Hispanic/non-Hispanic","White","Total","Firms with 10 to 19 employees","2018","4,804","9,337,665","65,236","2,278,445","8.7","13.8","8.9","12.0"
"United States","00","Total for all sectors","Total","Equally Hispanic/non-Hispanic","White","Total","Firms with 20 to 49 employees","2018","3,355","12,137,179","100,109","3,444,626","10.3","17.5","10.1","17.7"
"United States","00","Total for all sectors","Total","Equally Hispanic/non-Hispanic","White","Total","Firms with 50 to 99 employees","2018","702","5,164,987","46,048","1,592,715","38.1","41.8","38.4","41.9"
"United States","00","Total for all sectors","Total","Equally Hispanic/non-Hispanic","White","Total","Firms with 100 to 249 employees","2018","S","S","50,000 to 99,999 employees","S","S","S","S","S"
"United States","00","Total for all sectors","Total","Equally Hispanic/non-Hispanic","White","Total","Firms with 250 to 499 employees","2018","S","S","25,000 to 49,999 employees","S","S","S","S","S"
"United States","00","Total for all sectors","Total","Equally Hispanic/non-Hispanic","White","Total","Firms with 500 employees or more","2018","31","3,199,079","39,739","949,088","5.2","1.4","1.5","0.9"
"United States","00","Total for all sectors","Total","Non-Hispanic","White","Total","Firms with no employees","2018","576,431","245,402,684","0","39,888,016","0.9","3.1","0.0","2.2"
"United States","00","Total for all sectors","Total","Non-Hispanic","White","Total","Firms with 1 to 4 employees","2018","2,184,485","958,412,057","4,311,162","179,905,246","0.2","0.6","0.4","1.0"
"United States","00","Total for all sectors","Total","Non-Hispanic","White","Total","Firms with 5 to 9 employees","2018","723,534","832,327,432","4,775,387","199,861,322","0.6","1.4","0.7","1.2"
"United States","00","Total for all sectors","Total","Non-Hispanic","White","Total","Firms with 10 to 19 employees","2018","463,510","1,116,863,429","6,227,711","266,129,029","0.9","2.9","0.8","1.1"
"United States","00","Total for all sectors","Total","Non-Hispanic","White","Total","Firms with 20 to 49 employees","2018","304,716","1,930,455,243","9,200,955","407,867,009","1.7","6.0","1.7","1.8"
"United States","00","Total for all sectors","Total","Non-Hispanic","White","Total","Firms with 50 to 99 employees","2018","89,475","1,658,574,461","6,111,578","290,842,485","3.4","8.2","3.4","4.0"
"United States","00","Total for all sectors","Total","Non-Hispanic","White","Total","Firms with 100 to 249 employees","2018","46,509","2,104,179,757","6,886,729","347,656,915","5.2","8.4","5.2","6.1"
"United States","00","Total for all sectors","Total","Non-Hispanic","White","Total","Firms with 250 to 499 employees","2018","11,695","1,190,994,015","4,092,411","200,342,217","7.1","9.4","7.1","9.3"
"United States","00","Total for all sectors","Total","Non-Hispanic","White","Total","Firms with 500 employees or more","2018","7,430","2,757,669,004","11,927,920","533,216,174","4.3","2.8","2.5","5.0"
"United States","00","Total for all sectors","Total","Total","Black or African American","Total","Firms with no employees","2018","17,037","5,862,821","0","995,043","4.0","20.8","0.0","15.0"
"United States","00","Total for all sectors","Total","Total","Black or African American","Total","Firms with 1 to 4 employees","2018","66,333","21,668,981","128,697","4,582,964","2.8","5.0","3.3","6.7"
"United States","00","Total for all sectors","Total","Total","Black or African American","Total","Firms with 5 to 9 employees","2018","19,095","15,097,120","126,014","4,215,097","6.1","10.3","6.2","9.4"
"United States","00","Total for all sectors","Total","Total","Black or African American","Total","Firms with 10 to 19 employees","2018","11,739","15,971,157","157,818","5,178,547","6.9","11.0","7.3","11.6"
"United States","00","Total for all sectors","Total","Total","Black or African American","Total","Firms with 20 to 49 employees","2018","6,411","20,462,386","199,007","6,242,324","11.2","17.9","11.2","16.2"
"United States","00","Total for all sectors","Total","Total","Black or African American","Total","Firms with 50 to 99 employees","2018","2,621","16,073,769","179,734","4,727,705","13.3","26.0","14.3","17.8"
"United States","00","Total for all sectors","Total","Total","Black or African American","Total","Firms with 100 to 249 employees","2018","874","14,213,762","127,460","3,996,443","20.3","16.9","21.0","19.6"
"United States","00","Total for all sectors","Total","Total","Black or African American","Total","Firms with 250 to 499 employees","2018","310","6,840,835","116,614","2,484,785","43.9","30.5","45.9","35.1"
"United States","00","Total for all sectors","Total","Total","Black or African American","Total","Firms with 500 employees or more","2018","132","11,821,568","153,474","4,516,321","1.2","0.6","1.0","0.9"
"United States","00","Total for all sectors","Female","Total","Black or African American","Total","Firms with no employees","2018","5,670","1,412,165","0","338,292","6.1","13.3","0.0","17.1"
"United States","00","Total for all sectors","Female","Total","Black or African American","Total","Firms with 1 to 4 employees","2018","22,165","5,628,079","41,987","1,403,066","7.0","11.8","7.2","9.1"
"United States","00","Total for all sectors","Female","Total","Black or African American","Total","Firms with 5 to 9 employees","2018","6,893","4,271,233","45,260","1,299,328","10.3","21.8","10.2","16.3"
"United States","00","Total for all sectors","Female","Total","Black or African American","Total","Firms with 10 to 19 employees","2018","4,654","4,142,364","63,161","1,610,997","16.3","22.8","15.8","24.4"
"United States","00","Total for all sectors","Female","Total","Black or African American","Total","Firms with 20 to 49 employees","2018","2,420","5,280,563","74,631","2,121,130","12.9","16.1","14.6","19.0"
"United States","00","Total for all sectors","Female","Total","Black or African American","Total","Firms with 50 to 99 employees","2018","953","3,103,681","64,204","1,406,196","24.7","26.6","27.1","29.3"
"United States","00","Total for all sectors","Female","Total","Black or African American","Total","Firms with 100 to 249 employees","2018","330","2,905,536","47,719","1,189,861","39.8","31.7","41.8","34.6"
"United States","00","Total for all sectors","Female","Total","Black or African American","Total","Firms with 250 to 499 employees","2018","53","962,538","19,456","413,901","89.4","37.6","91.7","22.8"
"United States","00","Total for all sectors","Female","Total","Black or African American","Total","Firms with 500 employees or more","2018","32","2,734,373","43,184","1,242,096","5.0","1.2","1.2","1.2"
"United States","00","Total for all sectors","Male","Total","Black or African American","Total","Firms with no employees","2018","10,280","4,140,070","0","584,922","4.9","29.5","0.0","23.0"
"United States","00","Total for all sectors","Male","Total","Black or African American","Total","Firms with 1 to 4 employees","2018","38,093","14,446,802","74,029","2,863,656","4.8","8.2","5.9","11.0"
"United States","00","Total for all sectors","Male","Total","Black or African American","Total","Firms with 5 to 9 employees","2018","10,308","9,739,248","68,309","2,633,282","7.0","8.6","7.4","12.4"
